Longitude:119.75,Longitude:119.75,Longitude:119.75,Longitude:119.75,Longitude:119.75,Longitude:119.75,Longitude:119.75,Longitude:119.75,Longitude:119.75,Longitude:119.75,Longitude:119.75,Longitude:119.75,Longitude:119.75,Longitude:119.75,Longitude:119.75,Longitude:119.75
35.8,8.3,41,0.9250431778929188,35.8,9.718470032417889,41,0.9250431778929188,35.8,10.291074413649785,41,0.9250431778929188,35.8,10.656027726222385,41,0.9250431778929188
34.7,7.9,36,0.9256353318529484,34.7,9.25011003085558,36,0.9256353318529484,34.7,9.795119020220879,36,0.9256353318529484,34.7,10.142484221344198,36,0.9256353318529484
33.6,7.5,30,0.9261287934863064,33.6,8.781750029293272,30,0.9261287934863064,33.6,9.299163626791973,30,0.9261287934863064,33.6,9.62894071646601,30,0.9261287934863064
32.8,7.3,23,0.926720947446336,32.8,8.547570028512117,23,0.926720947446336,32.8,9.051185930077521,23,0.926720947446336,32.8,9.372168964026917,23,0.926720947446336
32.1,7.3,15,0.9272144090796941,32.1,8.547570028512117,15,0.9272144090796941,32.1,9.051185930077521,15,0.9272144090796941,32.1,9.372168964026917,15,0.9272144090796941
31.4,7.4,8,0.927707870713052,31.4,8.664660028902697,8,0.927707870713052,31.4,9.175174778434746,8,0.927707870713052,31.4,9.500554840246465,8,0.927707870713052
30.6,7.3,4,0.9279052553663953,30.6,8.547570028512117,4,0.9279052553663953,30.6,9.051185930077521,4,0.9279052553663953,30.6,9.372168964026917,4,0.9279052553663953
29.5,7.1,2,0.9279052553663953,29.5,8.313390027730964,2,0.9279052553663953,29.5,8.803208233363067,2,0.9279052553663953,29.5,9.115397211587823,2,0.9279052553663953
28.5,6.7,2,0.9279052553663953,28.5,7.845030026168656,2,0.9279052553663953,28.5,8.307252839934163,2,0.9279052553663953,28.5,8.601853706709637,2,0.9279052553663953
27.7,6.4,359,0.9281026400197384,27.7,7.493760024996925,359,0.9281026400197384,27.7,7.935286294862483,359,0.9281026400197384,27.7,8.216696078050996,359,0.9281026400197384
27.0,6.0,358,0.9283987169997533,27.0,7.025400023434618,358,0.9283987169997533,27.0,7.439330901433578,358,0.9283987169997533,27.0,7.703152573172809,358,0.9283987169997533
26.4,5.5,356,0.9286947939797681,26.4,6.439950021481733,356,0.9286947939797681,26.4,6.8193866596474475,356,0.9286947939797681,26.4,7.061223192075075,356,0.9286947939797681
26.9,5.1,356,0.9290895632864544,26.9,5.971590019919424,356,0.9290895632864544,26.9,6.323431266218542,356,0.9290895632864544,26.9,6.547679687196887,356,0.9290895632864544
28.1,4.8,357,0.9293856402664693,28.1,5.620320018747694,357,0.9293856402664693,28.1,5.951464721146863,357,0.9293856402664693,28.1,6.162522058538247,357,0.9293856402664693
29.4,4.5,358,0.9296817172464841,29.4,5.269050017575963,358,0.9296817172464841,29.4,5.579498176075184,358,0.9296817172464841,29.4,5.777364429879606,358,0.9296817172464841
30.8,4.4,360,0.9296817172464841,30.8,5.151960017185386,360,0.9296817172464841,30.8,5.455509327717958,360,0.9296817172464841,30.8,5.6489785536600605,360,0.9296817172464841
32.3,4.5,1,0.9294843325931408,32.3,5.269050017575963,1,0.9294843325931408,32.3,5.579498176075184,1,0.9294843325931408,32.3,5.777364429879606,1,0.9294843325931408
33.8,4.6,3,0.9292869479397977,33.8,5.3861400179665395,3,0.9292869479397977,33.8,5.70348702443241,3,0.9292869479397977,33.8,5.905750306099153,3,0.9292869479397977
34.8,4.7,6,0.9288921786331114,34.8,5.503230018357117,6,0.9288921786331114,34.8,5.827475872789637,6,0.9288921786331114,34.8,6.034136182318701,6,0.9288921786331114
35.6,4.8,10,0.9283987169997533,35.6,5.620320018747694,10,0.9283987169997533,35.6,5.951464721146863,10,0.9283987169997533,35.6,6.162522058538247,10,0.9283987169997533
36.3,4.9,13,0.9279052553663953,36.3,5.737410019138272,13,0.9279052553663953,36.3,6.07545356950409,13,0.9279052553663953,36.3,6.2909079347577945,13,0.9279052553663953
35.7,4.8,14,0.927707870713052,35.7,5.620320018747694,14,0.927707870713052,35.7,5.951464721146863,14,0.927707870713052,35.7,6.162522058538247,14,0.927707870713052
34.1,4.5,12,0.9279052553663953,34.1,5.269050017575963,12,0.9279052553663953,34.1,5.579498176075184,12,0.9279052553663953,34.1,5.777364429879606,12,0.9279052553663953
32.4,4.3,10,0.9281026400197384,32.4,5.034870016794809,10,0.9281026400197384,32.4,5.331520479360731,10,0.9281026400197384,32.4,5.520592677440512,10,0.9281026400197384
30.9,3.8,4,0.9283000246730817,30.9,4.449420014841924,4,0.9283000246730817,30.9,4.711576237574599,4,0.9283000246730817,30.9,4.878663296342778,4,0.9283000246730817
29.5,3.4,355,0.9284974093264248,29.5,3.9810600132796163,355,0.9284974093264248,29.5,4.215620844145694,355,0.9284974093264248,29.5,4.365119791464592,355,0.9284974093264248
28.2,3.0,342,0.9285961016530965,28.2,3.512700011717309,342,0.9285961016530965,28.2,3.719665450716789,342,0.9285961016530965,28.2,3.8515762865864045,342,0.9285961016530965
27.9,2.6,331,0.9288921786331114,27.9,3.0443400101550013,331,0.9288921786331114,27.9,3.2237100572878843,331,0.9288921786331114,27.9,3.338032781708217,331,0.9288921786331114
28.5,2.2,319,0.9291882556131261,28.5,2.575980008592693,319,0.9291882556131261,28.5,2.727754663858979,319,0.9291882556131261,28.5,2.8244892768300303,319,0.9291882556131261
29.1,2.0,304,0.9293856402664693,29.1,2.341800007811539,304,0.9293856402664693,29.1,2.479776967144526,304,0.9293856402664693,29.1,2.5677175243909365,304,0.9293856402664693
29.1,2.0,294,0.9293856402664693,29.1,2.341800007811539,294,0.9293856402664693,29.1,2.479776967144526,294,0.9293856402664693,29.1,2.5677175243909365,294,0.9293856402664693
28.7,2.2,290,0.9289908709597828,28.7,2.575980008592693,290,0.9289908709597828,28.7,2.727754663858979,290,0.9289908709597828,28.7,2.8244892768300303,290,0.9289908709597828
28.2,2.5,287,0.9286947939797681,28.2,2.927250009764424,287,0.9286947939797681,28.2,3.099721208930658,287,0.9286947939797681,28.2,3.20964690548867,287,0.9286947939797681
27.8,2.6,283,0.9285961016530965,27.8,3.0443400101550013,283,0.9285961016530965,27.8,3.2237100572878843,283,0.9285961016530965,27.8,3.338032781708217,283,0.9285961016530965
27.4,2.6,279,0.9286947939797681,27.4,3.0443400101550013,279,0.9286947939797681,27.4,3.2237100572878843,279,0.9286947939797681,27.4,3.338032781708217,279,0.9286947939797681
27.0,2.7,274,0.9287934863064397,27.0,3.1614300105455784,274,0.9287934863064397,27.0,3.3476989056451107,274,0.9287934863064397,27.0,3.466418657927764,274,0.9287934863064397
27.2,2.0,265,0.9291882556131261,27.2,2.341800007811539,265,0.9291882556131261,27.2,2.479776967144526,265,0.9291882556131261,27.2,2.5677175243909365,265,0.9291882556131261
27.9,1.1,232,0.9297804095731557,27.9,1.2879900042963466,232,0.9297804095731557,27.9,1.3638773319294895,232,0.9297804095731557,27.9,1.4122446384150151,232,0.9297804095731557
28.6,1.2,161,0.9302738712065137,28.6,1.4050800046869234,161,0.9302738712065137,28.6,1.4878661802867157,161,0.9302738712065137,28.6,1.5406305146345618,161,0.9302738712065137
29.6,1.5,127,0.9302738712065137,29.6,1.7563500058586545,127,0.9302738712065137,29.6,1.8598327253583944,127,0.9302738712065137,29.6,1.9257881432932022,127,0.9302738712065137
31.0,1.8,96,0.9299777942264988,31.0,2.1076200070303854,96,0.9299777942264988,31.0,2.2317992704300735,96,0.9299777942264988,31.0,2.3109457719518427,96,0.9299777942264988
32.3,2.4,75,0.9295830249198125,32.3,2.810160009373847,75,0.9295830249198125,32.3,2.9757323605734314,75,0.9295830249198125,32.3,3.0812610292691236,75,0.9295830249198125
33.6,2.9,61,0.9288921786331114,33.6,3.395610011326732,61,0.9288921786331114,33.6,3.5956766023595623,61,0.9288921786331114,33.6,3.7231904103668576,61,0.9288921786331114
34.9,3.5,48,0.9279052553663953,34.9,4.098150013670194,48,0.9279052553663953,34.9,4.33960969250292,48,0.9279052553663953,34.9,4.493505667684139,48,0.9279052553663953
36.1,4.1,39,0.9270170244263508,36.1,4.800690016013655,39,0.9270170244263508,36.1,5.083542782646278,39,0.9270170244263508,36.1,5.2638209250014185,39,0.9270170244263508
36.4,4.5,32,0.9264248704663213,36.4,5.269050017575963,32,0.9264248704663213,36.4,5.579498176075184,32,0.9264248704663213,36.4,5.777364429879606,32,0.9264248704663213
36.0,4.7,26,0.9261287934863064,36.0,5.503230018357117,26,0.9261287934863064,36.0,5.827475872789637,26,0.9261287934863064,36.0,6.034136182318701,26,0.9261287934863064
35.6,5.0,21,0.9259314088329633,35.6,5.854500019528848,21,0.9259314088329633,35.6,6.199442417861316,21,0.9259314088329633,35.6,6.41929381097734,21,0.9259314088329633
34.4,4.7,11,0.9261287934863064,34.4,5.503230018357117,11,0.9261287934863064,34.4,5.827475872789637,11,0.9261287934863064,34.4,6.034136182318701,11,0.9261287934863064
32.8,4.2,356,0.9266222551196645,32.8,4.917780016404232,356,0.9266222551196645,32.8,5.207531631003505,356,0.9266222551196645,32.8,5.392206801220967,356,0.9266222551196645
31.1,4.0,337,0.9271157167530224,31.1,4.683600015623078,337,0.9271157167530224,31.1,4.959553934289052,337,0.9271157167530224,31.1,5.135435048781873,337,0.9271157167530224
30.2,3.7,320,0.9276091783863805,30.2,4.332330014451348,320,0.9276091783863805,30.2,4.587587389217373,320,0.9276091783863805,30.2,4.750277420123233,320,0.9276091783863805
29.8,3.4,301,0.9280039476930668,29.8,3.9810600132796163,301,0.9280039476930668,29.8,4.215620844145694,301,0.9280039476930668,29.8,4.365119791464592,301,0.9280039476930668
29.5,3.4,281,0.9283987169997533,29.5,3.9810600132796163,281,0.9283987169997533,29.5,4.215620844145694,281,0.9283987169997533,29.5,4.365119791464592,281,0.9283987169997533
29.1,3.6,265,0.9283987169997533,29.1,4.215240014060771,265,0.9283987169997533,29.1,4.463598540860147,265,0.9283987169997533,29.1,4.621891543903685,265,0.9283987169997533
28.6,3.7,251,0.9282013323464101,28.6,4.332330014451348,251,0.9282013323464101,28.6,4.587587389217373,251,0.9282013323464101,28.6,4.750277420123233,251,0.9282013323464101
28.1,4.1,240,0.9280039476930668,28.1,4.800690016013655,240,0.9280039476930668,28.1,5.083542782646278,240,0.9280039476930668,28.1,5.2638209250014185,240,0.9280039476930668
27.7,4.2,232,0.9278065630397236,27.7,4.917780016404232,232,0.9278065630397236,27.7,5.207531631003505,232,0.9278065630397236,27.7,5.392206801220967,232,0.9278065630397236
27.3,4.1,225,0.9276091783863805,27.3,4.800690016013655,225,0.9276091783863805,27.3,5.083542782646278,225,0.9276091783863805,27.3,5.2638209250014185,225,0.9276091783863805
27.0,4.0,218,0.9274117937330373,27.0,4.683600015623078,218,0.9274117937330373,27.0,4.959553934289052,218,0.9274117937330373,27.0,5.135435048781873,218,0.9274117937330373
27.3,3.8,211,0.9276091783863805,27.3,4.449420014841924,211,0.9276091783863805,27.3,4.711576237574599,211,0.9276091783863805,27.3,4.878663296342778,211,0.9276091783863805
28.2,3.4,203,0.9282013323464101,28.2,3.9810600132796163,203,0.9282013323464101,28.2,4.215620844145694,203,0.9282013323464101,28.2,4.365119791464592,203,0.9282013323464101
29.1,3.0,192,0.9286947939797681,29.1,3.512700011717309,192,0.9286947939797681,29.1,3.719665450716789,192,0.9286947939797681,29.1,3.8515762865864045,192,0.9286947939797681
30.6,2.3,176,0.9286947939797681,30.6,2.6930700089832698,176,0.9286947939797681,30.6,2.851743512216205,176,0.9286947939797681,30.6,2.9528751530495767,176,0.9286947939797681
32.5,1.6,141,0.9283000246730817,32.5,1.8734400062492313,141,0.9283000246730817,32.5,1.9838215737156208,141,0.9283000246730817,32.5,2.054174019512749,141,0.9283000246730817
34.5,1.9,94,0.9278065630397236,34.5,2.224710007420962,94,0.9278065630397236,34.5,2.3557881187872995,94,0.9278065630397236,34.5,2.439331648171389,94,0.9278065630397236
36.0,2.3,69,0.9271157167530224,36.0,2.6930700089832698,69,0.9271157167530224,36.0,2.851743512216205,69,0.9271157167530224,36.0,2.9528751530495767,69,0.9271157167530224
37.2,2.7,50,0.9263261781396497,37.2,3.1614300105455784,50,0.9263261781396497,37.2,3.3476989056451107,50,0.9263261781396497,37.2,3.466418657927764,50,0.9263261781396497
38.2,3.2,36,0.9254379471996053,38.2,3.7468800124984627,36,0.9254379471996053,38.2,3.9676431474312417,36,0.9254379471996053,38.2,4.108348039025498,36,0.9254379471996053
38.5,3.4,27,0.9249444855662473,38.5,3.9810600132796163,27,0.9249444855662473,38.5,4.215620844145694,27,0.9249444855662473,38.5,4.365119791464592,27,0.9249444855662473
38.3,3.3,18,0.9246484085862324,38.3,3.8639700128890393,18,0.9246484085862324,38.3,4.091631995788468,18,0.9246484085862324,38.3,4.236733915245045,18,0.9246484085862324
37.9,3.3,9,0.9244510239328892,37.9,3.8639700128890393,9,0.9244510239328892,37.9,4.091631995788468,9,0.9244510239328892,37.9,4.236733915245045,9,0.9244510239328892
36.8,3.0,354,0.924747100912904,36.8,3.512700011717309,354,0.924747100912904,36.8,3.719665450716789,354,0.924747100912904,36.8,3.8515762865864045,354,0.924747100912904
35.2,2.9,331,0.9253392548729337,35.2,3.395610011326732,331,0.9253392548729337,35.2,3.5956766023595623,331,0.9253392548729337,35.2,3.7231904103668576,331,0.9253392548729337
33.5,3.2,308,0.9260301011596348,33.5,3.7468800124984627,308,0.9260301011596348,33.5,3.9676431474312417,308,0.9260301011596348,33.5,4.108348039025498,308,0.9260301011596348
32.3,3.6,291,0.9265235627929927,32.3,4.215240014060771,291,0.9265235627929927,32.3,4.463598540860147,291,0.9265235627929927,32.3,4.621891543903685,291,0.9265235627929927
31.6,3.9,277,0.9269183320996793,31.6,4.566510015232501,277,0.9269183320996793,31.6,4.835565085931825,277,0.9269183320996793,31.6,5.007049172562326,277,0.9269183320996793
31.0,4.4,266,0.9273131014063657,31.0,5.151960017185386,266,0.9273131014063657,31.0,5.455509327717958,266,0.9273131014063657,31.0,5.6489785536600605,266,0.9273131014063657
30.4,4.5,260,0.9273131014063657,30.4,5.269050017575963,260,0.9273131014063657,30.4,5.579498176075184,260,0.9273131014063657,30.4,5.777364429879606,260,0.9273131014063657
29.7,4.3,254,0.9269183320996793,29.7,5.034870016794809,254,0.9269183320996793,29.7,5.331520479360731,254,0.9269183320996793,29.7,5.520592677440512,254,0.9269183320996793
29.1,4.0,249,0.9266222551196645,29.1,4.683600015623078,249,0.9266222551196645,29.1,4.959553934289052,249,0.9266222551196645,29.1,5.135435048781873,249,0.9266222551196645
28.6,3.7,246,0.9265235627929927,28.6,4.332330014451348,246,0.9265235627929927,28.6,4.587587389217373,246,0.9265235627929927,28.6,4.750277420123233,246,0.9265235627929927
28.2,3.4,244,0.9266222551196645,28.2,3.9810600132796163,244,0.9266222551196645,28.2,4.215620844145694,244,0.9266222551196645,28.2,4.365119791464592,244,0.9266222551196645
27.8,3.0,242,0.926720947446336,27.8,3.512700011717309,242,0.926720947446336,27.8,3.719665450716789,242,0.926720947446336,27.8,3.8515762865864045,242,0.926720947446336
28.0,2.7,236,0.9270170244263508,28.0,3.1614300105455784,236,0.9270170244263508,28.0,3.3476989056451107,236,0.9270170244263508,28.0,3.466418657927764,236,0.9270170244263508
28.6,2.5,227,0.9276091783863805,28.6,2.927250009764424,227,0.9276091783863805,28.6,3.099721208930658,227,0.9276091783863805,28.6,3.20964690548867,227,0.9276091783863805
29.3,2.3,217,0.9281026400197384,29.3,2.6930700089832698,217,0.9281026400197384,29.3,2.851743512216205,217,0.9281026400197384,29.3,2.9528751530495767,217,0.9281026400197384
30.4,1.5,215,0.9281026400197384,30.4,1.7563500058586545,215,0.9281026400197384,30.4,1.8598327253583944,215,0.9281026400197384,30.4,1.9257881432932022,215,0.9281026400197384
31.9,0.2,273,0.927707870713052,31.9,0.23418000078115392,273,0.927707870713052,31.9,0.2479776967144526,273,0.927707870713052,31.9,0.2567717524390936,273,0.927707870713052
33.4,1.4,16,0.9273131014063657,33.4,1.6392600054680775,16,0.9273131014063657,33.4,1.7358438770011682,16,0.9273131014063657,33.4,1.7974022670736554,16,0.9273131014063657
34.8,2.5,9,0.9266222551196645,34.8,2.927250009764424,9,0.9266222551196645,34.8,3.099721208930658,9,0.9266222551196645,34.8,3.20964690548867,9,0.9266222551196645
36.3,3.5,359,0.9258327165062916,36.3,4.098150013670194,359,0.9258327165062916,36.3,4.33960969250292,359,0.9258327165062916,36.3,4.493505667684139,359,0.9258327165062916
37.8,4.5,353,0.9249444855662473,37.8,5.269050017575963,353,0.9249444855662473,37.8,5.579498176075184,353,0.9249444855662473,37.8,5.777364429879606,353,0.9249444855662473
38.4,5.0,346,0.9243523316062177,38.4,5.854500019528848,346,0.9243523316062177,38.4,6.199442417861316,346,0.9243523316062177,38.4,6.41929381097734,346,0.9243523316062177
38.3,5.2,338,0.9239575622995313,38.3,6.088680020310003,338,0.9239575622995313,38.3,6.447420114575769,338,0.9239575622995313,38.3,6.676065563416434,338,0.9239575622995313
38.2,5.5,330,0.9236614853195164,38.2,6.439950021481733,330,0.9236614853195164,38.2,6.8193866596474475,330,0.9236614853195164,38.2,7.061223192075075,330,0.9236614853195164
37.3,5.5,323,0.923760177646188,37.3,6.439950021481733,323,0.923760177646188,37.3,6.8193866596474475,323,0.923760177646188,37.3,7.061223192075075,323,0.923760177646188
35.9,5.5,315,0.9241549469528744,35.9,6.439950021481733,315,0.9241549469528744,35.9,6.8193866596474475,315,0.9241549469528744,35.9,7.061223192075075,315,0.9241549469528744
34.4,5.5,306,0.9245497162595607,34.4,6.439950021481733,306,0.9245497162595607,34.4,6.8193866596474475,306,0.9245497162595607,34.4,7.061223192075075,306,0.9245497162595607
33.4,5.6,296,0.9250431778929188,33.4,6.55704002187231,296,0.9250431778929188,33.4,6.943375508004673,296,0.9250431778929188,33.4,7.189609068294621,296,0.9250431778929188
32.7,5.8,285,0.9255366395262767,32.7,6.791220022653464,285,0.9255366395262767,32.7,7.191353204719125,285,0.9255366395262767,32.7,7.446380820733715,285,0.9255366395262767
32.2,6.1,275,0.9259314088329633,32.2,7.142490023825195,275,0.9259314088329633,32.2,7.563319749790804,275,0.9259314088329633,32.2,7.8315384493923546,275,0.9259314088329633
31.3,6.2,265,0.9262274858129781,31.3,7.259580024215772,265,0.9262274858129781,31.3,7.687308598148031,265,0.9262274858129781,31.3,7.959924325611902,265,0.9262274858129781
30.2,6.2,255,0.9263261781396497,30.2,7.259580024215772,255,0.9263261781396497,30.2,7.687308598148031,255,0.9263261781396497,30.2,7.959924325611902,255,0.9263261781396497
29.1,6.3,245,0.9263261781396497,29.1,7.376670024606348,245,0.9263261781396497,29.1,7.8112974465052565,245,0.9263261781396497,29.1,8.08831020183145,245,0.9263261781396497
28.3,6.2,237,0.9264248704663213,28.3,7.259580024215772,237,0.9264248704663213,28.3,7.687308598148031,237,0.9264248704663213,28.3,7.959924325611902,237,0.9264248704663213
27.6,6.0,231,0.9266222551196645,27.6,7.025400023434618,231,0.9266222551196645,27.6,7.439330901433578,231,0.9266222551196645,27.6,7.703152573172809,231,0.9266222551196645
27.0,5.8,224,0.926720947446336,27.0,6.791220022653464,224,0.926720947446336,27.0,7.191353204719125,224,0.926720947446336,27.0,7.446380820733715,224,0.926720947446336
27.3,5.6,219,0.9270170244263508,27.3,6.55704002187231,219,0.9270170244263508,27.3,6.943375508004673,219,0.9270170244263508,27.3,7.189609068294621,219,0.9270170244263508
28.2,5.4,215,0.9275104860597088,28.2,6.322860021091157,215,0.9275104860597088,28.2,6.6953978112902215,215,0.9275104860597088,28.2,6.932837315855528,215,0.9275104860597088
29.1,5.1,211,0.9279052553663953,29.1,5.971590019919424,211,0.9279052553663953,29.1,6.323431266218542,211,0.9279052553663953,29.1,6.547679687196887,211,0.9279052553663953
30.5,4.7,212,0.9278065630397236,30.5,5.503230018357117,212,0.9278065630397236,30.5,5.827475872789637,212,0.9278065630397236,30.5,6.034136182318701,212,0.9278065630397236
32.1,4.1,218,0.9275104860597088,32.1,4.800690016013655,218,0.9275104860597088,32.1,5.083542782646278,218,0.9275104860597088,32.1,5.2638209250014185,218,0.9275104860597088
33.7,3.5,227,0.9271157167530224,33.7,4.098150013670194,227,0.9271157167530224,33.7,4.33960969250292,227,0.9271157167530224,33.7,4.493505667684139,227,0.9271157167530224
35.1,3.4,237,0.9264248704663213,35.1,3.9810600132796163,237,0.9264248704663213,35.1,4.215620844145694,237,0.9264248704663213,35.1,4.365119791464592,237,0.9264248704663213
36.3,3.6,246,0.9256353318529484,36.3,4.215240014060771,246,0.9256353318529484,36.3,4.463598540860147,246,0.9256353318529484,36.3,4.621891543903685,246,0.9256353318529484
37.5,3.9,254,0.924747100912904,37.5,4.566510015232501,254,0.924747100912904,37.5,4.835565085931825,254,0.924747100912904,37.5,5.007049172562326,254,0.924747100912904
37.8,4.1,255,0.9242536392795461,37.8,4.800690016013655,255,0.9242536392795461,37.8,5.083542782646278,255,0.9242536392795461,37.8,5.2638209250014185,255,0.9242536392795461
37.6,4.3,252,0.9239575622995313,37.6,5.034870016794809,252,0.9239575622995313,37.6,5.331520479360731,252,0.9239575622995313,37.6,5.520592677440512,252,0.9239575622995313
37.2,4.4,249,0.923760177646188,37.2,5.151960017185386,249,0.923760177646188,37.2,5.455509327717958,249,0.923760177646188,37.2,5.6489785536600605,249,0.923760177646188
36.3,4.0,246,0.9239575622995313,36.3,4.683600015623078,246,0.9239575622995313,36.3,4.959553934289052,246,0.9239575622995313,36.3,5.135435048781873,246,0.9239575622995313
35.0,3.4,243,0.9244510239328892,35.0,3.9810600132796163,243,0.9244510239328892,35.0,4.215620844145694,243,0.9244510239328892,35.0,4.365119791464592,243,0.9244510239328892
33.6,2.7,238,0.9249444855662473,33.6,3.1614300105455784,238,0.9249444855662473,33.6,3.3476989056451107,238,0.9249444855662473,33.6,3.466418657927764,238,0.9249444855662473
32.7,2.0,238,0.9254379471996053,32.7,2.341800007811539,238,0.9254379471996053,32.7,2.479776967144526,238,0.9254379471996053,32.7,2.5677175243909365,238,0.9254379471996053
32.0,1.4,249,0.9261287934863064,32.0,1.6392600054680775,249,0.9261287934863064,32.0,1.7358438770011682,249,0.9261287934863064,32.0,1.7974022670736554,249,0.9261287934863064
31.5,0.9,276,0.926720947446336,31.5,1.0538100035151927,276,0.926720947446336,31.5,1.1158996352150368,276,0.926720947446336,31.5,1.1554728859759213,276,0.926720947446336
30.9,0.8,281,0.9268196397730076,30.9,0.9367200031246157,281,0.9268196397730076,30.9,0.9919107868578104,281,0.9268196397730076,30.9,1.0270870097563745,281,0.9268196397730076
30.2,1.0,261,0.9266222551196645,30.2,1.1709000039057695,261,0.9266222551196645,30.2,1.239888483572263,261,0.9266222551196645,30.2,1.2838587621954682,261,0.9266222551196645
29.5,1.2,245,0.9263261781396497,29.5,1.4050800046869234,245,0.9263261781396497,29.5,1.4878661802867157,245,0.9263261781396497,29.5,1.5406305146345618,245,0.9263261781396497
29.0,1.4,241,0.9262274858129781,29.0,1.6392600054680775,241,0.9262274858129781,29.0,1.7358438770011682,241,0.9262274858129781,29.0,1.7974022670736554,241,0.9262274858129781
28.6,1.5,241,0.9260301011596348,28.6,1.7563500058586545,241,0.9260301011596348,28.6,1.8598327253583944,241,0.9260301011596348,28.6,1.9257881432932022,241,0.9260301011596348
28.2,1.6,241,0.9260301011596348,28.2,1.8734400062492313,241,0.9260301011596348,28.2,1.9838215737156208,241,0.9260301011596348,28.2,2.054174019512749,241,0.9260301011596348
28.5,1.7,230,0.9261287934863064,28.5,1.9905300066398082,230,0.9261287934863064,28.5,2.107810422072847,230,0.9261287934863064,28.5,2.182559895732296,230,0.9261287934863064
29.4,1.8,213,0.9265235627929927,29.4,2.1076200070303854,213,0.9265235627929927,29.4,2.2317992704300735,213,0.9265235627929927,29.4,2.3109457719518427,213,0.9265235627929927
30.3,2.1,198,0.9268196397730076,30.3,2.458890008202116,198,0.9268196397730076,30.3,2.6037658155017525,198,0.9268196397730076,30.3,2.6961034006104834,198,0.9268196397730076
